Rule,File,Line,Column,Severity,Message
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/conftest.py,2,12,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_agent_sdk.py,2,8,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_agent_sdk.py,12,6,error,"Import ""app.paralegal_agents.tool_wrappers"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_llm_manager.py,6,8,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,5,8,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_service.py,6,8,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_performance_utils.py,4,8,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_registration_key.py,2,8,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_tool_executor.py,4,8,error,"Import ""pytest"" could not be resolved"
reportMissingImports,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_tool_registry.py,4,8,error,"Import ""pytest"" could not be resolved"
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/app/worker/tasks/preprocess_sn_o3.py,391,52,error,"""entities"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/integration/test_ai_functionality.py,155,43,error,"""case_number"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/integration/test_ai_functionality.py,156,58,error,"""parties"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/integration/test_ai_functionality.py,157,47,error,"""legal_basis"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,73,34,error,"""case_number"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,74,34,error,"""court"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,75,38,error,"""parties"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,76,49,error,"""parties"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,77,38,error,"""legal_basis"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,78,53,error,"""legal_basis"" is not a known attribute of ""None"""
reportOptionalMemberAccess,/Volumes/code/cywil/ai-paralegal-poc/tests/unit/test_openai_integration.py,250,34,error,"""case_number"" is not a known attribute of ""None"""
reportUndefinedVariable,/Volumes/code/cywil/ai-paralegal-poc/app/worker/tasks/preprocess_sn_o3.py,195,45,error,"""parser"" is not defined"
reportUndefinedVariable,/Volumes/code/cywil/ai-paralegal-poc/app/worker/tasks/preprocess_sn_o3.py,319,11,error,"""get_o3_client"" is not defined"
reportUndefinedVariable,/Volumes/code/cywil/ai-paralegal-poc/app/worker/tasks/preprocess_sn_o3.py,342,18,error,"""PydanticOutputParser"" is not defined"
reportUndefinedVariable,/Volumes/code/cywil/ai-paralegal-poc/app/worker/tasks/preprocess_sn_o3.py,452,11,error,"""get_o3_client"" is not defined"
reportUndefinedVariable,/Volumes/code/cywil/ai-paralegal-poc/app/worker/tasks/preprocess_sn_o3.py,454,29,error,"""PromptTemplate"" is not defined"
reportUndefinedVariable,/Volumes/code/cywil/ai-paralegal-poc/app/worker/tasks/preprocess_sn_o3.py,491,9,error,"""HumanMessage"" is not defined"
